character,character,gender,genre,k_means_cluster,role,status,word_count
1H4_Falstaff,1H4_Falstaff,m,history,2,fool,2,5510
1H4_HenryIV,1H4_HenryIV,m,history,0,other,0,2555
1H4_HenryV,1H4_HenryV,m,history,2,protag,1,4368
1H4_Hotspur,1H4_Hotspur,m,history,2,antag,1,4326
1H4_Worcester,1H4_Worcester,m,history,0,other,1,1421
1H6_Charles,1H6_Charles,m,history,2,antag,0,1019
1H6_Gloucester,1H6_Gloucester,m,history,2,other,1,1401
1H6_HenryVI,1H6_HenryVI,m,history,0,protag,0,1330
1H6_Pucelle,1H6_Pucelle,f,history,2,other,p,1957
1H6_Suffolk,1H6_Suffolk,m,history,3,other,1,1304
1H6_Talbot,1H6_Talbot,m,history,2,other,2,3109
1H6_York,1H6_York,m,history,2,other,1,1385
2H4_Archbishop,2H4_Archbishop,m,history,0,other,1,1094
2H4_ChiefJustice,2H4_ChiefJustice,m,history,0,antag,1,1137
2H4_Falstaff,2H4_Falstaff,m,history,2,fool,2,5477
2H4_HenryIV,2H4_HenryIV,m,history,2,other,0,2281
2H4_HenryV,2H4_HenryV,m,history,3,protag,1,2445
2H4_MistressQuickly,2H4_MistressQuickly,f,history,4,other,4,1425
2H4_Shallow,2H4_Shallow,m,history,4,other,2,1570
2H6_Cade,2H6_Cade,m,history,2,other,4,2142
2H6_Gloucester,2H6_Gloucester,m,history,2,other,1,2346
2H6_HenryVI,2H6_HenryVI,m,history,2,other,0,2480
2H6_QueenMargaret,2H6_QueenMargaret,f,history,2,other,0,2503
2H6_Suffolk,2H6_Suffolk,m,history,2,other,1,2306
2H6_Warwick,2H6_Warwick,m,history,2,other,1,1065
2H6_York,2H6_York,m,history,2,other,1,2990
3H6_Clifford,3H6_Clifford,m,history,5,other,1,1092
3H6_EdwardIV,3H6_EdwardIV,m,history,4,other,1,3483
3H6_HenryVI,3H6_HenryVI,m,history,4,other,0,2904
3H6_QueenMargaret,3H6_QueenMargaret,f,history,2,other,0,2246
3H6_RichardIII,3H6_RichardIII,m,history,2,other,1,3174
3H6_Warwick,3H6_Warwick,m,history,2,other,1,3414
3H6_York,3H6_York,m,history,2,other,1,1358
AWW_Bertram,AWW_Bertram,m,comedy,5,antag,1,2033
AWW_Countess,AWW_Countess,f,comedy,1,other,1,2175
AWW_Diana,AWW_Diana,f,comedy,5,other,4,1024
AWW_Fool,AWW_Fool,m,comedy,2,fool,p,1671
AWW_Helen,AWW_Helen,f,comedy,3,protag,p,3586
AWW_King,AWW_King,m,comedy,1,other,0,2831
AWW_LORDS.DUMAINE.1,AWW_LORDS.DUMAINE.1,m,comedy,0,other,1,1100
AWW_Lafew,AWW_Lafew,m,comedy,2,other,1,2219
AWW_Parolles,AWW_Parolles,m,comedy,3,other,4,2995
AYL_Celia,AYL_Celia,f,comedy,2,other,1,2106
AYL_Jaques,AYL_Jaques,m,comedy,3,other,1,1769
AYL_Oliver,AYL_Oliver,m,comedy,3,other,2,1164
AYL_Orlando,AYL_Orlando,m,comedy,2,other,2,2370
AYL_Rosalind,AYL_Rosalind,f,comedy,1,protag,1,5697
AYL_Touchstone,AYL_Touchstone,m,comedy,3,other,p,2374
Ado_Beatrice,Ado_Beatrice,f,comedy,3,protag,1,2359
Ado_Benedick,Ado_Benedick,m,comedy,5,other,1,3761
Ado_Claudio,Ado_Claudio,m,comedy,3,other,1,2012
Ado_Dogberry,Ado_Dogberry,m,comedy,1,fool,4,1541
Ado_DonPedro,Ado_DonPedro,m,comedy,3,other,0,2461
Ado_Leonato,Ado_Leonato,m,comedy,5,other,1,2642
Ant_Antony,Ant_Antony,m,tragedy,4,protag,0,5998
Ant_Cleopatra,Ant_Cleopatra,f,tragedy,4,other,0,4695
Ant_Enobarbus,Ant_Enobarbus,m,tragedy,3,other,1,2436
Ant_Octavius,Ant_Octavius,m,tragedy,3,antag,0,2889
Cor_Aufidius,Cor_Aufidius,m,tragedy,4,other,1,2034
Cor_Cominius,Cor_Cominius,m,tragedy,3,other,1,1919
Cor_Coriolanus,Cor_Coriolanus,m,tragedy,4,protag,1,6481
Cor_Menenius,Cor_Menenius,m,tragedy,3,other,1,4288
Cor_TRIBUNES.Brutus,Cor_TRIBUNES.Brutus,m,tragedy,3,antag,4,1603
Cor_TRIBUNES.Sicinius,Cor_TRIBUNES.Sicinius,m,tragedy,3,other,4,1927
Cor_Volumnia,Cor_Volumnia,f,tragedy,1,other,1,2414
Cym_Belarius,Cym_Belarius,m,tragedy,3,other,1,2503
Cym_Cloten,Cym_Cloten,m,tragedy,3,fool,1,2001
Cym_Cymbeline,Cym_Cymbeline,m,tragedy,1,other,0,1988
Cym_Guiderius,Cym_Guiderius,m,tragedy,1,other,1,1110
Cym_Iachimo,Cym_Iachimo,m,tragedy,2,antag,2,3193
Cym_Imogen,Cym_Imogen,f,tragedy,5,protag,1,4417
Cym_Pisanio,Cym_Pisanio,m,tragedy,1,other,2,1499
Cym_Posthumus,Cym_Posthumus,m,tragedy,1,other,2,3391
Cym_Queen,Cym_Queen,f,tragedy,1,other,0,1209
Err_Adriana,Err_Adriana,f,comedy,3,other,2,2093
Err_AntipholusOfEphesus,Err_AntipholusOfEphesus,m,comedy,5,antag,2,1745
Err_AntipholusOfSyracuse,Err_AntipholusOfSyracuse,m,comedy,5,protag,2,2083
Err_DromioOfEphesus,Err_DromioOfEphesus,m,comedy,5,fool,6,1356
Err_DromioOfSyracuse,Err_DromioOfSyracuse,m,comedy,1,fool,6,2075
Err_Egeon,Err_Egeon,m,comedy,2,other,2,1097
H5_BishopOfCanterbury,H5_BishopOfCanterbury,m,history,0,other,1,1652
H5_Chorus,H5_Chorus,m,history,0,other,p,1668
H5_Fluellen,H5_Fluellen,m,history,0,other,4,2501
H5_HenryV,H5_HenryV,m,history,0,protag,0,8332
H5_Pistol,H5_Pistol,m,history,2,other,6,1118
H8_Buckingham,H8_Buckingham,m,history,2,other,1,1480
H8_Chamberlain,H8_Chamberlain,m,history,3,other,1,1130
H8_Cranmer,H8_Cranmer,m,history,2,other,1,1039
H8_HenryVIII,H8_HenryVIII,m,history,2,protag,0,3370
H8_Katherine,H8_Katherine,f,history,3,other,0,2885
H8_Norfolk,H8_Norfolk,m,history,0,other,1,1453
H8_Wolsey,H8_Wolsey,m,history,2,antag,1,3200
Ham_Claudius,Ham_Claudius,m,tragedy,0,antag,0,4084
Ham_Gertrude,Ham_Gertrude,f,tragedy,3,other,0,1050
Ham_Hamlet,Ham_Hamlet,m,tragedy,2,protag,1,11613
Ham_Horatio,Ham_Horatio,m,tragedy,3,other,2,2073
Ham_Laertes,Ham_Laertes,m,tragedy,2,other,1,1446
Ham_Ophelia,Ham_Ophelia,f,tragedy,4,other,1,1183
Ham_Polonius,Ham_Polonius,m,tragedy,3,other,1,2662
JC_Antony,JC_Antony,m,tragedy,3,antag,1,2537
JC_Brutus,JC_Brutus,m,tragedy,4,protag,1,5388
JC_Caesar,JC_Caesar,m,tragedy,4,other,0,1142
JC_Casca,JC_Casca,m,tragedy,3,other,4,1073
JC_Cassius,JC_Cassius,m,tragedy,3,other,1,3708
Jn_Bastard,Jn_Bastard,m,history,2,other,1,4087
Jn_Constance,Jn_Constance,f,history,4,other,1,2112
Jn_Dauphin,Jn_Dauphin,m,history,2,other,1,1194
Jn_Hubert,Jn_Hubert,m,history,5,other,2,1010
Jn_KingJohn,Jn_KingJohn,m,history,2,protag,0,3309
Jn_KingPhilip,Jn_KingPhilip,m,history,0,antag,0,1477
Jn_Pandulph,Jn_Pandulph,m,history,0,other,1,1264
