character,character,gender,genre,k_means_cluster,role,status,word_count
1H4_Falstaff,1H4_Falstaff,m,history,2,fool,2,5510
1H4_Glendower,1H4_Glendower,m,history,1,other,0,608
1H4_HenryIV,1H4_HenryIV,m,history,1,other,0,2555
1H4_HenryV,1H4_HenryV,m,history,1,protag,1,4368
1H4_Hotspur,1H4_Hotspur,m,history,1,antag,1,4326
1H4_Poins,1H4_Poins,m,history,2,other,2,546
1H4_Worcester,1H4_Worcester,m,history,1,other,1,1421
1H6_Bedford,1H6_Bedford,m,history,0,other,1,595
1H6_CardinalBeaufort,1H6_CardinalBeaufort,m,history,1,other,1,727
1H6_Charles,1H6_Charles,m,history,1,antag,0,1019
1H6_Gloucester,1H6_Gloucester,m,history,1,other,1,1401
1H6_HenryVI,1H6_HenryVI,m,history,1,protag,0,1330
1H6_Lucy,1H6_Lucy,m,history,1,other,2,586
1H6_Mortimer,1H6_Mortimer,m,history,0,other,1,651
1H6_Pucelle,1H6_Pucelle,f,history,1,other,p,1957
1H6_Somerset,1H6_Somerset,m,history,0,other,1,513
1H6_Suffolk,1H6_Suffolk,m,history,1,other,1,1304
1H6_Talbot,1H6_Talbot,m,history,1,other,2,3109
1H6_Warwick,1H6_Warwick,m,history,1,other,1,542
1H6_York,1H6_York,m,history,1,other,1,1385
2H4_Archbishop,2H4_Archbishop,m,history,1,other,1,1094
2H4_Bedford,2H4_Bedford,m,history,1,other,1,812
2H4_ChiefJustice,2H4_ChiefJustice,m,history,1,antag,1,1137
2H4_DollTearsheet,2H4_DollTearsheet,f,history,2,other,6,638
2H4_Falstaff,2H4_Falstaff,m,history,1,fool,2,5477
2H4_HenryIV,2H4_HenryIV,m,history,1,other,0,2281
2H4_HenryV,2H4_HenryV,m,history,0,protag,1,2445
2H4_LordBardolph,2H4_LordBardolph,m,history,1,other,1,643
2H4_MistressQuickly,2H4_MistressQuickly,f,history,2,other,4,1425
2H4_Morton,2H4_Morton,m,history,1,other,2,633
2H4_Northumberland,2H4_Northumberland,m,history,1,other,1,819
2H4_Pistol,2H4_Pistol,m,history,2,other,6,553
2H4_Shallow,2H4_Shallow,m,history,2,other,2,1570
2H4_Warwick,2H4_Warwick,m,history,1,other,1,573
2H4_Westmoreland,2H4_Westmoreland,m,history,1,other,1,851
2H6_Buckingham,2H6_Buckingham,m,history,1,other,1,562
2H6_Cade,2H6_Cade,m,history,1,other,4,2142
2H6_CardinalBeaufort,2H6_CardinalBeaufort,m,history,1,other,1,816
2H6_DuchessOfGloucester,2H6_DuchessOfGloucester,f,history,2,other,1,963
2H6_Gloucester,2H6_Gloucester,m,history,2,other,1,2346
2H6_HenryVI,2H6_HenryVI,m,history,1,other,0,2480
2H6_QueenMargaret,2H6_QueenMargaret,f,history,1,other,0,2503
2H6_Salisbury,2H6_Salisbury,m,history,1,other,1,723
2H6_Suffolk,2H6_Suffolk,m,history,2,other,1,2306
2H6_Warwick,2H6_Warwick,m,history,1,other,1,1065
2H6_York,2H6_York,m,history,1,other,1,2990
3H6_Clarence,3H6_Clarence,m,history,0,other,1,836
3H6_Clifford,3H6_Clifford,m,history,2,other,1,1092
3H6_EdwardIV,3H6_EdwardIV,m,history,0,other,1,3483
3H6_HenryVI,3H6_HenryVI,m,history,2,other,0,2904
3H6_KingLewis,3H6_KingLewis,m,history,0,other,0,516
3H6_QueenElizabeth,3H6_QueenElizabeth,f,history,2,other,2,594
3H6_QueenMargaret,3H6_QueenMargaret,f,history,2,other,0,2246
3H6_RichardIII,3H6_RichardIII,m,history,2,other,1,3174
3H6_Warwick,3H6_Warwick,m,history,1,other,1,3414
3H6_York,3H6_York,m,history,2,other,1,1358
AWW_Bertram,AWW_Bertram,m,comedy,2,antag,1,2033
AWW_Countess,AWW_Countess,f,comedy,0,other,1,2175
AWW_Diana,AWW_Diana,f,comedy,2,other,4,1024
AWW_Fool,AWW_Fool,m,comedy,1,fool,p,1671
AWW_Helen,AWW_Helen,f,comedy,0,protag,p,3586
AWW_King,AWW_King,m,comedy,0,other,0,2831
AWW_LORDS.DUMAINE.1,AWW_LORDS.DUMAINE.1,m,comedy,1,other,1,1100
AWW_LORDS.DUMAINE.2,AWW_LORDS.DUMAINE.2,m,comedy,0,other,1,837
AWW_Lafew,AWW_Lafew,m,comedy,2,other,1,2219
AWW_Parolles,AWW_Parolles,m,comedy,0,other,4,2995
AWW_SOLDIERS.Interpreter,AWW_SOLDIERS.Interpreter,m,comedy,0,other,6,607
AYL_Adam,AYL_Adam,m,comedy,2,other,6,513
AYL_Celia,AYL_Celia,f,comedy,1,other,1,2106
AYL_Corin,AYL_Corin,m,comedy,1,other,5,549
AYL_DukeFrederick,AYL_DukeFrederick,m,comedy,0,antag,0,529
AYL_DukeSenior,AYL_DukeSenior,m,comedy,1,other,0,808
AYL_Jaques,AYL_Jaques,m,comedy,1,other,1,1769
AYL_Oliver,AYL_Oliver,m,comedy,0,other,2,1164
AYL_Orlando,AYL_Orlando,m,comedy,2,other,2,2370
AYL_Phoebe,AYL_Phoebe,f,comedy,2,other,5,694
AYL_Rosalind,AYL_Rosalind,f,comedy,0,protag,1,5697
AYL_Silvius,AYL_Silvius,m,comedy,2,other,5,540
AYL_Touchstone,AYL_Touchstone,m,comedy,0,other,p,2374
Ado_Beatrice,Ado_Beatrice,f,comedy,0,protag,1,2359
Ado_Benedick,Ado_Benedick,m,comedy,2,other,1,3761
Ado_Borachio,Ado_Borachio,m,comedy,0,other,2,997
Ado_Claudio,Ado_Claudio,m,comedy,0,other,1,2012
Ado_Dogberry,Ado_Dogberry,m,comedy,0,fool,4,1541
Ado_DonJohn,Ado_DonJohn,m,comedy,0,antag,1,900
Ado_DonPedro,Ado_DonPedro,m,comedy,0,other,0,2461
Ado_FriarFrancis,Ado_FriarFrancis,m,comedy,1,other,2,592
Ado_Hero,Ado_Hero,f,comedy,2,other,1,980
Ado_Leonato,Ado_Leonato,m,comedy,2,other,1,2642
Ado_Margaret,Ado_Margaret,f,comedy,0,other,2,548
Ant_Antony,Ant_Antony,m,tragedy,2,protag,0,5998
Ant_Charmian,Ant_Charmian,f,tragedy,0,other,2,632
Ant_Cleopatra,Ant_Cleopatra,f,tragedy,2,other,0,4695
Ant_Enobarbus,Ant_Enobarbus,m,tragedy,0,other,1,2436
Ant_Octavius,Ant_Octavius,m,tragedy,1,antag,0,2889
Ant_Pompey,Ant_Pompey,m,tragedy,0,other,0,931
Cor_Aufidius,Cor_Aufidius,m,tragedy,2,other,1,2034
Cor_Cominius,Cor_Cominius,m,tragedy,0,other,1,1919
Cor_Coriolanus,Cor_Coriolanus,m,tragedy,2,protag,1,6481
Cor_Menenius,Cor_Menenius,m,tragedy,0,other,1,4288
Cor_TRIBUNES.Brutus,Cor_TRIBUNES.Brutus,m,tragedy,0,antag,4,1603
Cor_TRIBUNES.Sicinius,Cor_TRIBUNES.Sicinius,m,tragedy,0,other,4,1927
Cor_Volumnia,Cor_Volumnia,f,tragedy,0,other,1,2414
Cym_ATTENDANTS.1,Cym_ATTENDANTS.1,m,tragedy,1,other,1,506
Cym_Arviragus,Cym_Arviragus,m,tragedy,2,other,1,947
Cym_Belarius,Cym_Belarius,m,tragedy,0,other,1,2503
Cym_Cloten,Cym_Cloten,m,tragedy,0,fool,1,2001
Cym_Cornelius,Cym_Cornelius,m,tragedy,1,other,3,522
Cym_Cymbeline,Cym_Cymbeline,m,tragedy,0,other,0,1988
Cym_Guiderius,Cym_Guiderius,m,tragedy,0,other,1,1110
Cym_Iachimo,Cym_Iachimo,m,tragedy,1,antag,2,3193
Cym_Imogen,Cym_Imogen,f,tragedy,2,protag,1,4417
Cym_Lucius,Cym_Lucius,m,tragedy,0,other,2,721
Cym_Pisanio,Cym_Pisanio,m,tragedy,0,other,2,1499
Cym_Posthumus,Cym_Posthumus,m,tragedy,0,other,2,3391
Cym_Queen,Cym_Queen,f,tragedy,0,other,0,1209
Err_Abbess,Err_Abbess,f,comedy,1,other,3,552
Err_Adriana,Err_Adriana,f,comedy,0,other,2,2093
Err_Angelo,Err_Angelo,m,comedy,0,other,3,634
Err_AntipholusOfEphesus,Err_AntipholusOfEphesus,m,comedy,2,antag,2,1745
Err_AntipholusOfSyracuse,Err_AntipholusOfSyracuse,m,comedy,2,protag,2,2083
Err_DromioOfEphesus,Err_DromioOfEphesus,m,comedy,2,fool,6,1356
Err_DromioOfSyracuse,Err_DromioOfSyracuse,m,comedy,2,fool,6,2075
Err_Duke,Err_Duke,m,comedy,0,other,0,693
Err_Egeon,Err_Egeon,m,comedy,1,other,2,1097
Err_Luciana,Err_Luciana,f,comedy,0,other,2,760
H5_BishopOfCanterbury,H5_BishopOfCanterbury,m,history,1,other,1,1652
H5_Boy,H5_Boy,m,history,1,other,6,626
H5_Burgundy,H5_Burgundy,m,history,1,other,1,512
H5_Chorus,H5_Chorus,m,history,1,other,p,1668
H5_Constable,H5_Constable,m,history,1,other,2,922
H5_Dauphin,H5_Dauphin,m,history,1,antag,1,905
H5_Exeter,H5_Exeter,m,history,1,other,1,965
H5_Fluellen,H5_Fluellen,m,history,1,other,4,2501
H5_Gower,H5_Gower,m,history,1,other,4,507
H5_HenryV,H5_HenryV,m,history,1,protag,0,8332
H5_KingOfFrance,H5_KingOfFrance,m,history,1,other,0,699
H5_Pistol,H5_Pistol,m,history,2,other,6,1118
H5_SOLDIERS.ENGLISH.Williams,H5_SOLDIERS.ENGLISH.Williams,m,history,2,other,6,621
H8_Buckingham,H8_Buckingham,m,history,1,other,1,1480
H8_Chamberlain,H8_Chamberlain,m,history,0,other,1,1130
H8_Cranmer,H8_Cranmer,m,history,1,other,1,1039
H8_GENTLEMEN.1,H8_GENTLEMEN.1,m,history,1,other,2,703
H8_GENTLEMEN.2,H8_GENTLEMEN.2,m,history,1,other,2,569
H8_Gardiner,H8_Gardiner,m,history,1,other,1,665
H8_HenryVIII,H8_HenryVIII,m,history,1,protag,0,3370
H8_Katherine,H8_Katherine,f,history,0,other,0,2885
H8_Norfolk,H8_Norfolk,m,history,1,other,1,1453
H8_Suffolk,H8_Suffolk,m,history,0,other,1,624
H8_Surrey,H8_Surrey,m,history,1,other,1,522
H8_Wolsey,H8_Wolsey,m,history,1,antag,1,3200
Ham_Claudius,Ham_Claudius,m,tragedy,1,antag,0,4084
Ham_Gertrude,Ham_Gertrude,f,tragedy,0,other,0,1050
Ham_Gravedigger,Ham_Gravedigger,m,tragedy,0,fool,5,736
Ham_Hamlet,Ham_Hamlet,m,tragedy,1,protag,1,11613
Ham_Horatio,Ham_Horatio,m,tragedy,0,other,2,2073
Ham_Laertes,Ham_Laertes,m,tragedy,1,other,1,1446
Ham_Ophelia,Ham_Ophelia,f,tragedy,2,other,1,1183
Ham_Polonius,Ham_Polonius,m,tragedy,0,other,1,2662
Ham_Rosencrantz,Ham_Rosencrantz,m,tragedy,1,other,2,708
JC_Antony,JC_Antony,m,tragedy,0,antag,1,2537
JC_Brutus,JC_Brutus,m,tragedy,2,protag,1,5388
JC_Caesar,JC_Caesar,m,tragedy,2,other,0,1142
JC_Casca,JC_Casca,m,tragedy,0,other,4,1073
JC_Cassius,JC_Cassius,m,tragedy,0,other,1,3708
JC_Portia,JC_Portia,f,tragedy,1,other,1,724
Jn_Arthur,Jn_Arthur,m,history,2,other,1,977
Jn_Bastard,Jn_Bastard,m,history,1,other,1,4087
Jn_CITIZENS.0.1,Jn_CITIZENS.0.1,m,history,0,other,2,517
Jn_Constance,Jn_Constance,f,history,0,other,1,2112
Jn_Dauphin,Jn_Dauphin,m,history,1,other,1,1194
Jn_Hubert,Jn_Hubert,m,history,2,other,2,1010
Jn_KingJohn,Jn_KingJohn,m,history,1,protag,0,3309
Jn_KingPhilip,Jn_KingPhilip,m,history,1,antag,0,1477
Jn_Pandulph,Jn_Pandulph,m,history,1,other,1,1264
Jn_Pembroke,Jn_Pembroke,m,history,1,other,1,610
Jn_Salisbury,Jn_Salisbury,m,history,1,other,1,1216
LLL_Armado,LLL_Armado,m,comedy,1,other,2,1733
LLL_Berowne,LLL_Berowne,m,comedy,0,other,2,4594
LLL_Boy,LLL_Boy,m,comedy,1,other,3,1107
LLL_Boyet,LLL_Boyet,m,comedy,0,other,1,1765
LLL_Costard,LLL_Costard,m,comedy,0,fool,p,1533
LLL_Dumaine,LLL_Dumaine,m,comedy,2,other,2,544
LLL_Holofernes,LLL_Holofernes,m,comedy,1,other,3,1302
LLL_King,LLL_King,m,comedy,0,protag,0,2359
LLL_Longaville,LLL_Longaville,m,comedy,2,other,2,518
LLL_Nathaniel,LLL_Nathaniel,m,comedy,2,other,4,520
LLL_Princess,LLL_Princess,f,comedy,0,antag,0,2179
LLL_Rosaline,LLL_Rosaline,f,comedy,0,other,1,1333
Lr_Albany,Lr_Albany,m,tragedy,0,other,1,1006
Lr_Cordelia,Lr_Cordelia,f,tragedy,2,other,0,825
Lr_Cornwall,Lr_Cornwall,m,tragedy,0,other,1,745
Lr_Edgar,Lr_Edgar,m,tragedy,2,other,1,2903
Lr_Edmund,Lr_Edmund,m,tragedy,1,other,1,2369
Lr_Fool,Lr_Fool,m,tragedy,2,fool,p,1739
Lr_Gloucester,Lr_Gloucester,m,tragedy,0,other,1,2531
Lr_Goneril,Lr_Goneril,f,tragedy,0,antag,1,1473
Lr_Kent,Lr_Kent,m,tragedy,0,other,1,2586
Lr_Lear,Lr_Lear,m,tragedy,2,protag,0,5601
Lr_Regan,Lr_Regan,f,tragedy,0,other,1,1363
MM_Angelo,MM_Angelo,m,comedy,2,antag,1,2379
MM_Claudio,MM_Claudio,m,comedy,1,other,2,798
MM_Duke,MM_Duke,m,comedy,0,protag,0,6533
MM_Elbow,MM_Elbow,m,comedy,0,other,5,600
MM_Escalus,MM_Escalus,m,comedy,0,other,1,1418
MM_Isabella,MM_Isabella,f,comedy,0,other,2,3018
MM_Lucio,MM_Lucio,m,comedy,0,other,2,2318
MM_Pompey,MM_Pompey,m,comedy,0,fool,6,1292
MM_Provost,MM_Provost,m,comedy,1,other,4,1125
MND_Bottom,MND_Bottom,m,comedy,2,fool,5,2040
MND_Demetrius,MND_Demetrius,m,comedy,2,other,1,1066
MND_Helena,MND_Helena,f,comedy,2,other,1,1816
MND_Hermia,MND_Hermia,f,comedy,2,other,1,1284
MND_Lysander,MND_Lysander,m,comedy,2,other,1,1395
MND_Quince,MND_Quince,m,comedy,0,other,5,962
MND_Theseus,MND_Theseus,m,comedy,1,other,1,1724
MV_Antonio,MV_Antonio,m,comedy,2,other,2,1434
MV_Bassanio,MV_Bassanio,m,comedy,0,other,2,2593
MV_Duke,MV_Duke,m,comedy,1,other,0,557
MV_Gratiano,MV_Gratiano,m,comedy,2,other,2,1373
MV_Jessica,MV_Jessica,f,comedy,2,other,3,660
MV_LanceletGobbo,MV_LanceletGobbo,m,comedy,2,fool,5,1452
MV_Lorenzo,MV_Lorenzo,m,comedy,1,other,2,1329
MV_Morocco,MV_Morocco,m,comedy,0,other,0,800
MV_Nerissa,MV_Nerissa,f,comedy,0,other,2,695
MV_Portia,MV_Portia,f,comedy,0,protag,1,4599
MV_Salarino,MV_Salarino,m,comedy,0,other,2,701
